customer_id,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,postcode,state,property_valuation
2314,Male,59,22/12/1993,Registered Nurse,Health,High Net Worth,FALSE,TRUE,7,4304,QLD,3
2315,Male,25,1/03/1994,Community Outreach Specialist,Financial Services,Affluent Customer,FALSE,FALSE,8,2250,NSW,7
2316,Male,79,21/03/1978,Computer Systems Analyst IV,Financial Services,Affluent Customer,FALSE,TRUE,11,3223,VIC,6
2317,Male,97,7/12/1976,Tax Accountant,Health,Mass Customer,FALSE,TRUE,16,3116,VIC,9
2318,Female,30,1/03/1988,Automation Specialist I,Manufacturing,Mass Customer,FALSE,TRUE,6,3205,VIC,10
2319,Male,63,3/05/1985,Librarian,Entertainment,High Net Worth,FALSE,FALSE,18,2539,NSW,9
2320,Female,14,21/12/1965,Senior Developer,Manufacturing,Affluent Customer,FALSE,FALSE,16,2208,NSW,11
2321,Female,27,25/03/1980,Nuclear Power Engineer,Manufacturing,Mass Customer,FALSE,TRUE,20,4218,QLD,3
2322,Male,72,24/05/1992,Biostatistician III,Health,Mass Customer,FALSE,TRUE,2,2120,NSW,10
2323,Male,2,30/04/1988,Desktop Support Technician,Property,High Net Worth,FALSE,FALSE,13,4125,QLD,7
2324,Male,44,5/08/1966,Sales Associate,Manufacturing,Mass Customer,FALSE,TRUE,16,4818,QLD,5
2325,Male,50,6/01/1964,Database Administrator IV,Retail,High Net Worth,FALSE,TRUE,12,3023,VIC,8
2326,Male,64,22/06/1966,Programmer Analyst I,Retail,High Net Worth,FALSE,FALSE,14,3204,VIC,11
2327,Female,19,5/04/1963,Budget/Accounting Analyst II,,Affluent Customer,FALSE,FALSE,6,2229,NSW,10
2328,Male,63,3/06/1986,Dental Hygienist,Health,Mass Customer,FALSE,TRUE,8,4037,QLD,8
2329,Female,7,19/12/1957,Computer Systems Analyst II,IT,Affluent Customer,FALSE,FALSE,20,2285,NSW,6
2330,Female,5,17/01/1990,Account Coordinator,Property,Mass Customer,FALSE,FALSE,9,2261,NSW,8
2331,Female,48,11/04/1963,Database Administrator III,Financial Services,Mass Customer,FALSE,TRUE,10,2567,NSW,8
2332,Male,99,20/04/1977,Developer III,Property,High Net Worth,FALSE,TRUE,10,2560,NSW,6
2333,Male,82,19/04/1966,Structural Analysis Engineer,Financial Services,Mass Customer,FALSE,TRUE,10,3108,VIC,10
2334,Male,30,16/03/1996,Food Chemist,Health,Affluent Customer,FALSE,FALSE,5,3106,VIC,10
2336,Male,59,19/01/1978,Dental Hygienist,Health,Affluent Customer,FALSE,FALSE,17,2566,NSW,8
2337,Female,47,11/01/2000,Programmer Analyst II,Health,Mass Customer,FALSE,FALSE,1,2477,NSW,6
2338,Female,13,28/11/1986,Programmer Analyst IV,Manufacturing,Mass Customer,FALSE,FALSE,5,2340,NSW,5
2339,Male,3,28/12/1958,Web Designer II,Property,Affluent Customer,FALSE,TRUE,16,2153,NSW,10
2340,Male,33,29/03/1978,Research Assistant IV,Health,Mass Customer,FALSE,TRUE,16,4070,QLD,7
2342,Female,87,17/09/1999,,,Mass Customer,FALSE,FALSE,2,2099,NSW,9
2343,Male,6,24/03/1959,Nurse Practicioner,Argiculture,High Net Worth,FALSE,TRUE,5,4507,QLD,5
2344,Male,93,4/03/1993,Nurse,Financial Services,Mass Customer,FALSE,TRUE,7,2155,NSW,10
2345,Female,50,15/07/1986,Systems Administrator I,Retail,Affluent Customer,FALSE,TRUE,3,4070,QLD,8
2346,Male,89,16/09/1979,Information Systems Manager,,Mass Customer,FALSE,TRUE,4,2114,NSW,12
2347,Female,79,4/03/1957,Programmer Analyst I,,High Net Worth,FALSE,FALSE,11,2049,NSW,12
2348,Female,2,7/11/1957,Web Designer IV,Manufacturing,Mass Customer,FALSE,FALSE,16,2164,NSW,8
2349,Female,23,5/03/1979,Executive Secretary,Telecommunications,High Net Worth,FALSE,FALSE,3,2360,NSW,1
2350,Female,32,17/03/1959,Nurse Practicioner,,Mass Customer,FALSE,TRUE,14,2213,NSW,10
2351,Female,35,15/03/1992,Assistant Professor,Retail,Affluent Customer,FALSE,TRUE,10,3181,VIC,10
2352,Female,76,22/10/1971,Statistician II,,Mass Customer,FALSE,TRUE,13,3194,VIC,10
2353,Male,93,27/12/1978,Health Coach IV,Health,Affluent Customer,FALSE,TRUE,12,2262,NSW,6
2354,Female,99,19/12/1958,Product Engineer,Retail,Mass Customer,FALSE,FALSE,17,3138,VIC,8
2356,Female,58,17/12/1994,Geological Engineer,Manufacturing,Affluent Customer,FALSE,FALSE,3,4173,QLD,7
2357,Female,39,15/10/1962,Civil Engineer,Manufacturing,Mass Customer,FALSE,FALSE,6,2073,NSW,12
2358,Male,26,1/05/1959,Senior Sales Associate,Retail,High Net Worth,FALSE,TRUE,15,4301,QLD,2
2359,Female,80,25/03/1986,Mechanical Systems Engineer,Property,High Net Worth,FALSE,TRUE,7,4825,QLD,3
2360,Female,0,3/11/1974,VP Accounting,Financial Services,High Net Worth,FALSE,TRUE,5,2227,NSW,10
2361,Female,55,28/11/1954,Help Desk Operator,,High Net Worth,FALSE,TRUE,20,4020,QLD,7
2362,Male,49,5/06/1972,Developer II,Financial Services,Affluent Customer,FALSE,TRUE,19,2176,NSW,9
2363,Male,92,30/12/1983,Nurse,Entertainment,Mass Customer,FALSE,TRUE,16,4223,QLD,9
2364,Male,19,22/09/1995,Speech Pathologist,,Mass Customer,FALSE,TRUE,13,4152,QLD,9
2365,Female,2,18/10/1998,Structural Analysis Engineer,Argiculture,Mass Customer,FALSE,TRUE,3,4127,QLD,6
2366,Female,51,15/06/1975,Web Designer I,Health,Mass Customer,FALSE,TRUE,15,2300,NSW,9
2367,Male,40,22/05/1957,Electrical Engineer,Manufacturing,Mass Customer,FALSE,TRUE,16,3040,VIC,10
2368,Female,98,22/01/1993,Chemical Engineer,Manufacturing,Mass Customer,FALSE,FALSE,10,2284,NSW,5
2369,Female,80,28/10/1996,Financial Analyst,Financial Services,Mass Customer,FALSE,TRUE,1,3219,VIC,5
2370,Female,35,19/03/1996,Analyst Programmer,Property,High Net Worth,FALSE,FALSE,7,2508,NSW,10
2371,Female,22,18/11/1966,Staff Scientist,Manufacturing,High Net Worth,FALSE,TRUE,8,2099,NSW,10
2372,Male,14,10/09/1977,Clinical Specialist,Health,Affluent Customer,FALSE,FALSE,10,3149,VIC,12
2373,Female,51,22/05/1982,Structural Engineer,Manufacturing,High Net Worth,FALSE,TRUE,16,3023,VIC,7
2374,Male,6,15/06/1993,Design Engineer,Financial Services,Mass Customer,FALSE,FALSE,9,3025,VIC,9
2375,Female,21,17/03/1987,Sales Representative,Retail,Affluent Customer,FALSE,FALSE,8,3172,VIC,8
2376,Female,84,23/10/1958,Community Outreach Specialist,,High Net Worth,FALSE,TRUE,12,2064,NSW,9
2377,Female,29,2/10/1998,Analog Circuit Design manager,IT,High Net Worth,FALSE,FALSE,2,3147,VIC,11
2378,Female,41,25/04/1994,Research Assistant II,Manufacturing,Affluent Customer,FALSE,FALSE,1,2065,NSW,10
2379,Female,85,5/05/1981,Occupational Therapist,Health,Affluent Customer,FALSE,TRUE,15,2222,NSW,10
2380,Female,44,9/04/1956,Technical Writer,Retail,Mass Customer,FALSE,TRUE,15,2016,NSW,10
2381,Female,91,12/02/1973,Programmer I,Argiculture,Affluent Customer,FALSE,TRUE,5,2015,NSW,9
2382,Male,79,5/07/1971,Accounting Assistant III,Retail,Mass Customer,FALSE,TRUE,4,4034,QLD,8
2383,Female,34,15/09/1978,Compensation Analyst,Financial Services,Mass Customer,FALSE,FALSE,15,2147,NSW,9
2384,Male,96,16/07/1961,Operator,Health,High Net Worth,FALSE,TRUE,6,2065,NSW,9
2385,Male,70,17/12/1958,Dental Hygienist,Health,Mass Customer,FALSE,FALSE,8,3074,VIC,7
2386,Female,93,6/07/1997,Compensation Analyst,Financial Services,Mass Customer,FALSE,FALSE,2,2200,NSW,9
2387,Male,33,30/08/1977,Nurse,,High Net Worth,FALSE,TRUE,9,2038,NSW,11
2388,Male,84,28/05/1997,Cost Accountant,Financial Services,Mass Customer,FALSE,FALSE,1,2533,NSW,8
2389,Male,18,28/12/1973,Desktop Support Technician,Retail,High Net Worth,FALSE,FALSE,7,2758,NSW,8
2390,Female,48,6/05/1964,Legal Assistant,Property,Mass Customer,FALSE,FALSE,12,4209,QLD,7
2391,Female,72,22/04/1961,Nurse Practicioner,Health,Mass Customer,FALSE,FALSE,14,4178,QLD,7
2392,Female,48,11/01/2001,Marketing Assistant,Manufacturing,Affluent Customer,FALSE,FALSE,2,2573,NSW,6
2393,Female,68,21/06/1981,Registered Nurse,Health,High Net Worth,FALSE,TRUE,11,4179,QLD,7
2394,Female,31,12/11/1995,GIS Technical Architect,,Mass Customer,FALSE,TRUE,7,4159,QLD,7
2395,Male,23,26/02/1966,Executive Secretary,,High Net Worth,FALSE,FALSE,16,4131,QLD,5
2396,Female,40,2/08/1973,Recruiter,Retail,Affluent Customer,FALSE,TRUE,7,4128,QLD,7
2397,Male,33,10/06/1985,Analyst Programmer,Retail,Affluent Customer,FALSE,TRUE,4,2142,NSW,7
2399,Female,20,11/06/1980,Software Consultant,Manufacturing,High Net Worth,FALSE,TRUE,14,2259,NSW,6
2400,Male,73,28/02/1978,Office Assistant III,Property,Mass Customer,FALSE,TRUE,22,4218,QLD,11
2401,Male,7,31/07/1977,Staff Scientist,,Mass Customer,FALSE,TRUE,15,3807,VIC,6
2402,Female,99,7/06/1957,Cost Accountant,Financial Services,Mass Customer,FALSE,TRUE,8,2150,NSW,7
2403,Female,41,25/10/1977,Technical Writer,Financial Services,Affluent Customer,FALSE,FALSE,12,2190,NSW,10
2404,Male,13,14/03/1960,Graphic Designer,Retail,Mass Customer,FALSE,FALSE,6,2065,NSW,11
2405,Female,16,28/07/1957,Structural Analysis Engineer,,Mass Customer,FALSE,FALSE,18,2285,NSW,5
2406,Male,34,11/06/1973,Executive Secretary,,Affluent Customer,FALSE,TRUE,9,4879,QLD,6
2409,Female,23,13/07/1989,,Health,Mass Customer,FALSE,FALSE,12,2560,NSW,8
2410,Female,75,24/08/1974,Geological Engineer,Manufacturing,Mass Customer,FALSE,TRUE,21,3181,VIC,11
2411,Male,0,27/05/1964,Technical Writer,Financial Services,High Net Worth,FALSE,FALSE,13,2041,NSW,12
2412,Female,77,26/05/1981,Chemical Engineer,Manufacturing,Affluent Customer,FALSE,FALSE,8,4051,QLD,8
2413,Male,27,11/08/1943,Environmental Specialist,Manufacturing,High Net Worth,FALSE,TRUE,17,3082,VIC,8
2415,Male,56,5/11/1978,Web Designer II,Manufacturing,Mass Customer,FALSE,FALSE,3,2298,NSW,8
2416,Male,19,29/12/1959,Office Assistant I,Health,Affluent Customer,FALSE,FALSE,16,2768,NSW,10
2417,Female,27,24/06/1974,Nurse,,Affluent Customer,FALSE,FALSE,22,2154,NSW,11
2418,Female,82,5/04/1970,Software Engineer III,Property,Mass Customer,FALSE,TRUE,13,3024,VIC,5
2419,Male,96,4/07/1978,Physical Therapy Assistant,Property,High Net Worth,FALSE,FALSE,9,4118,QLD,5
2420,Female,10,26/08/1976,Staff Scientist,Financial Services,High Net Worth,FALSE,FALSE,16,4210,QLD,3
2421,Female,54,16/08/1954,Research Nurse,Health,Affluent Customer,FALSE,TRUE,13,3046,VIC,8
2422,Female,96,30/11/1978,Librarian,Entertainment,High Net Worth,FALSE,FALSE,13,2178,NSW,10
2423,Male,49,20/02/1981,Professor,IT,Mass Customer,FALSE,TRUE,20,3161,VIC,9
2424,Male,17,6/01/1982,,,Affluent Customer,FALSE,TRUE,15,4879,QLD,6
2425,Male,32,19/03/1976,Help Desk Technician,,Mass Customer,FALSE,TRUE,11,2154,NSW,10
2427,Female,20,15/10/1998,Senior Developer,,High Net Worth,FALSE,TRUE,2,2147,NSW,8
2428,Male,74,26/07/1968,Help Desk Operator,,Mass Customer,FALSE,TRUE,9,3240,VIC,7
2429,Female,54,11/11/1980,Assistant Professor,Manufacturing,Mass Customer,FALSE,TRUE,3,2170,NSW,9
2430,Male,38,6/09/1968,Quality Engineer,,Mass Customer,FALSE,FALSE,5,2040,NSW,10
2431,Male,15,24/12/1999,Senior Cost Accountant,Financial Services,Mass Customer,FALSE,TRUE,2,4211,QLD,10
2432,Female,67,21/02/1981,Nuclear Power Engineer,Manufacturing,Affluent Customer,FALSE,TRUE,5,2144,NSW,10
2433,Male,38,19/07/1976,Nurse Practicioner,,High Net Worth,FALSE,TRUE,8,2261,NSW,9
2434,Male,40,17/11/1956,Environmental Specialist,,Affluent Customer,FALSE,FALSE,18,4207,QLD,4
2435,Female,69,12/08/1961,Account Coordinator,Manufacturing,Mass Customer,FALSE,FALSE,14,4019,QLD,7
2436,Male,37,21/03/1986,Help Desk Technician,IT,Mass Customer,FALSE,FALSE,4,2032,NSW,11
2437,Female,90,1/05/1977,Marketing Manager,Financial Services,Mass Customer,FALSE,TRUE,18,3075,VIC,7
2438,Female,76,29/01/1983,Speech Pathologist,Manufacturing,Mass Customer,FALSE,TRUE,4,2760,NSW,7
2439,Female,44,2/10/1967,,Manufacturing,Affluent Customer,FALSE,FALSE,15,4570,QLD,1
2440,Female,17,21/09/1959,Engineer II,Manufacturing,Affluent Customer,FALSE,FALSE,8,2508,NSW,9
2441,Female,52,29/03/1959,,Property,High Net Worth,FALSE,TRUE,5,4223,QLD,9
2442,Male,8,13/10/1957,Social Worker,Health,Affluent Customer,FALSE,TRUE,17,2073,NSW,11
2443,Male,30,13/02/1990,Computer Systems Analyst I,Property,High Net Worth,FALSE,FALSE,20,2076,NSW,11
2444,Male,22,13/05/1977,Associate Professor,Manufacturing,High Net Worth,FALSE,FALSE,11,3174,VIC,5
2445,Male,46,11/03/1976,Quality Control Specialist,Retail,Affluent Customer,FALSE,FALSE,18,2280,NSW,8
2446,Male,33,7/09/1956,,Retail,Affluent Customer,FALSE,FALSE,17,2206,NSW,11
2447,Male,55,6/01/1997,Tax Accountant,,Affluent Customer,FALSE,TRUE,2,2671,NSW,1
2448,Female,5,18/12/1992,Structural Analysis Engineer,Property,High Net Worth,FALSE,FALSE,10,2219,NSW,10
2449,Male,54,1/06/1982,Tax Accountant,,Affluent Customer,FALSE,FALSE,8,3216,VIC,4
2450,Male,64,21/06/1974,Structural Engineer,Retail,Affluent Customer,FALSE,TRUE,7,4455,QLD,3
2451,Male,33,9/03/1973,Editor,Argiculture,Affluent Customer,FALSE,TRUE,18,4178,QLD,7
2452,Female,93,24/07/1975,Chemical Engineer,Manufacturing,Mass Customer,FALSE,TRUE,17,3043,VIC,7
2453,Female,22,5/08/1992,Safety Technician II,Telecommunications,High Net Worth,FALSE,FALSE,9,2165,NSW,7
2454,Female,81,13/02/1960,Senior Sales Associate,Property,Mass Customer,FALSE,TRUE,12,2164,NSW,8
2455,Female,64,9/10/1977,,Manufacturing,Mass Customer,FALSE,FALSE,21,4165,QLD,5
2456,Male,9,29/05/1991,Sales Associate,,Mass Customer,FALSE,FALSE,10,3029,VIC,6
2457,Male,70,12/04/1975,Developer IV,IT,High Net Worth,FALSE,TRUE,15,4060,QLD,10
2458,Female,73,20/04/1964,Media Manager II,Manufacturing,High Net Worth,FALSE,TRUE,5,2165,NSW,10
2459,Female,67,10/01/1986,Quality Engineer,Manufacturing,High Net Worth,FALSE,FALSE,18,4034,QLD,6
2460,Male,88,17/05/1976,Nurse Practicioner,Manufacturing,High Net Worth,FALSE,TRUE,12,3690,VIC,1
2462,Male,17,5/07/1980,Assistant Media Planner,Entertainment,Affluent Customer,FALSE,FALSE,21,3028,VIC,8
2463,Female,54,30/01/1978,Pharmacist,Health,Mass Customer,FALSE,FALSE,12,3156,VIC,10
2464,Male,78,6/04/1983,Speech Pathologist,Retail,Mass Customer,FALSE,FALSE,6,2573,NSW,8
2465,Female,31,12/06/1984,Senior Editor,,Mass Customer,FALSE,TRUE,2,2761,NSW,8
2466,Male,62,4/10/1980,Software Test Engineer IV,Entertainment,High Net Worth,FALSE,FALSE,16,4650,QLD,1
2467,Female,71,15/07/1975,Engineer III,Manufacturing,Affluent Customer,FALSE,TRUE,4,2540,NSW,7
2468,Male,51,12/12/1995,Marketing Assistant,Retail,High Net Worth,FALSE,FALSE,1,4014,QLD,8
2470,Male,70,4/07/1957,,Argiculture,Mass Customer,FALSE,FALSE,13,2250,NSW,8
2471,Male,55,20/12/1978,Geological Engineer,Manufacturing,Mass Customer,FALSE,TRUE,8,2208,NSW,10
2472,Male,99,2/06/1989,Product Engineer,Health,High Net Worth,FALSE,TRUE,16,3160,VIC,7
2474,Female,59,8/06/1980,Executive Secretary,Argiculture,High Net Worth,FALSE,TRUE,6,4814,QLD,2
2475,Female,68,2/05/1977,Quality Control Specialist,,Mass Customer,FALSE,FALSE,20,4017,QLD,5
2476,Male,13,25/09/1956,Administrative Officer,Property,High Net Worth,FALSE,FALSE,17,4118,QLD,5
2477,Male,25,23/03/1977,Electrical Engineer,Manufacturing,Affluent Customer,FALSE,TRUE,10,2530,NSW,9
2478,Male,85,7/07/1966,Senior Cost Accountant,Financial Services,Affluent Customer,FALSE,TRUE,10,4370,QLD,6
2479,Female,81,6/11/1996,Community Outreach Specialist,Retail,Mass Customer,FALSE,FALSE,5,3195,VIC,9
2480,Female,3,26/12/1971,Nuclear Power Engineer,Manufacturing,High Net Worth,FALSE,TRUE,16,4655,QLD,2
2481,Female,71,20/01/1979,Chief Design Engineer,Manufacturing,Mass Customer,FALSE,TRUE,12,3023,VIC,7
2482,Male,95,10/12/1953,Pharmacist,Health,Mass Customer,FALSE,TRUE,10,2145,NSW,9
2483,Female,54,6/06/1987,,Manufacturing,Mass Customer,FALSE,FALSE,10,2560,NSW,7
2484,Female,77,3/10/1979,Senior Quality Engineer,Property,Mass Customer,FALSE,TRUE,14,2444,NSW,7
2485,Male,93,27/07/1955,Help Desk Technician,,Mass Customer,FALSE,TRUE,12,2880,NSW,1
2486,Female,77,9/03/1954,Structural Engineer,Manufacturing,Mass Customer,FALSE,TRUE,5,2063,NSW,12
2487,Male,92,13/01/1978,Operator,IT,Affluent Customer,FALSE,TRUE,14,3806,VIC,7
2488,Female,32,17/11/1988,Senior Financial Analyst,Financial Services,Mass Customer,FALSE,TRUE,7,2114,NSW,8
2489,Female,42,12/06/1976,Speech Pathologist,Retail,Mass Customer,FALSE,FALSE,15,2102,NSW,9
2490,Male,28,1/10/1987,,Health,Mass Customer,FALSE,TRUE,5,2120,NSW,10
2491,Male,74,8/05/1977,Clinical Specialist,Health,Mass Customer,FALSE,FALSE,14,3101,VIC,7
2492,Male,35,1/02/1974,Design Engineer,Manufacturing,High Net Worth,FALSE,FALSE,9,2770,NSW,9
2493,Male,56,19/08/1981,Assistant Media Planner,Entertainment,Mass Customer,FALSE,TRUE,17,2203,NSW,11
2494,Female,98,8/08/1974,Senior Sales Associate,Manufacturing,High Net Worth,FALSE,FALSE,16,2166,NSW,9
2495,Female,89,12/11/1953,Assistant Professor,IT,Affluent Customer,FALSE,FALSE,17,2560,NSW,8
2496,Male,29,26/08/1980,Web Developer II,Manufacturing,Mass Customer,FALSE,TRUE,21,4551,QLD,7
2497,Male,33,5/04/1969,Administrative Assistant IV,Property,Affluent Customer,FALSE,FALSE,12,4171,QLD,9
2498,Female,70,2/02/1978,Software Test Engineer III,Retail,High Net Worth,FALSE,FALSE,8,2093,NSW,11
2499,Female,77,30/08/1973,Account Representative I,Retail,Mass Customer,FALSE,FALSE,14,4055,QLD,7
2500,Female,35,18/12/1957,Senior Developer,Property,High Net Worth,FALSE,TRUE,17,4165,QLD,6
2501,Female,80,12/07/1971,Actuary,Financial Services,Mass Customer,FALSE,TRUE,10,2566,NSW,9
2502,Female,6,23/08/1964,Structural Engineer,Manufacturing,Mass Customer,FALSE,TRUE,11,3046,VIC,9
2503,Male,80,16/07/1967,Budget/Accounting Analyst I,Health,Affluent Customer,FALSE,TRUE,10,2760,NSW,7
2504,Male,52,29/04/2000,,Property,Mass Customer,FALSE,FALSE,2,4060,QLD,9
2505,Female,45,25/08/1980,VP Marketing,Financial Services,High Net Worth,FALSE,FALSE,3,2112,NSW,11
2506,Female,97,20/01/1955,,Health,Affluent Customer,FALSE,FALSE,9,2207,NSW,11
2507,Female,77,25/06/1986,Biostatistician III,Health,Affluent Customer,FALSE,TRUE,8,2880,NSW,1
2508,Male,98,4/11/1996,Information Systems Manager,,Mass Customer,FALSE,FALSE,3,2300,NSW,8
2509,Male,99,7/07/1971,Help Desk Technician,Financial Services,Mass Customer,FALSE,FALSE,7,4341,QLD,2
2510,Male,43,10/04/1973,Human Resources Manager,Manufacturing,Mass Customer,FALSE,TRUE,7,3250,VIC,4
2511,Male,20,12/07/1991,Technical Writer,Financial Services,Mass Customer,FALSE,TRUE,4,2087,NSW,11
2512,Male,3,22/05/1968,Web Developer I,,High Net Worth,FALSE,TRUE,19,4655,QLD,6
2513,Male,55,31/07/1978,Structural Analysis Engineer,Property,Mass Customer,FALSE,FALSE,12,2033,NSW,12
2514,Male,25,11/08/1975,Senior Financial Analyst,Financial Services,High Net Worth,FALSE,TRUE,17,3111,VIC,10
2516,Female,42,27/05/1967,Registered Nurse,Health,Mass Customer,FALSE,FALSE,19,4070,QLD,5
2517,Female,1,19/10/1978,Research Nurse,Health,Mass Customer,FALSE,TRUE,9,2760,NSW,6
2518,Female,53,22/08/1954,Recruiting Manager,,Mass Customer,FALSE,TRUE,19,3071,VIC,10
2519,Male,76,17/10/1979,Senior Developer,Manufacturing,Mass Customer,FALSE,TRUE,5,4825,QLD,2
2520,Male,71,27/05/1974,Accountant III,Retail,Affluent Customer,FALSE,TRUE,10,4551,QLD,6
2521,Female,35,29/08/1999,Chemical Engineer,Manufacturing,High Net Worth,FALSE,TRUE,3,3342,VIC,7
2522,Male,42,3/02/1977,,,High Net Worth,FALSE,FALSE,14,2262,NSW,9
2523,Female,28,29/10/1961,VP Marketing,Financial Services,Mass Customer,FALSE,TRUE,9,4205,QLD,4
2524,Male,84,29/05/1969,Help Desk Technician,Retail,Mass Customer,FALSE,TRUE,8,2190,NSW,10
2525,Male,25,3/10/1992,Cost Accountant,Financial Services,Mass Customer,FALSE,FALSE,8,3500,VIC,2
2526,Male,89,1/02/1969,Software Test Engineer II,Manufacturing,Mass Customer,FALSE,FALSE,8,2138,NSW,9
2527,Female,60,19/07/1980,Technical Writer,,Affluent Customer,FALSE,TRUE,16,3523,VIC,2
2528,Male,81,23/09/1978,Senior Editor,Financial Services,Affluent Customer,FALSE,FALSE,15,4161,QLD,7
2529,Male,81,11/05/1954,Quality Engineer,Manufacturing,High Net Worth,FALSE,TRUE,10,3023,VIC,7
2530,Female,63,3/08/1960,Business Systems Development Analyst,Property,Mass Customer,FALSE,TRUE,18,2567,NSW,8
2531,Male,48,20/08/1981,Teacher,Property,High Net Worth,FALSE,TRUE,8,2340,NSW,5
2532,Female,27,1/05/1969,,Manufacturing,Mass Customer,FALSE,FALSE,11,2153,NSW,11
2533,Male,11,26/07/1993,Speech Pathologist,Health,Affluent Customer,FALSE,TRUE,5,2177,NSW,8
2534,Female,70,21/06/1965,Research Associate,Manufacturing,Affluent Customer,FALSE,TRUE,12,2350,NSW,3
2535,Male,53,20/08/1981,Accountant III,Financial Services,Affluent Customer,FALSE,FALSE,13,4209,QLD,4
2536,Female,71,10/06/1964,Associate Professor,Health,Mass Customer,FALSE,TRUE,16,2264,NSW,7
2537,Female,8,6/09/1989,Senior Quality Engineer,,Affluent Customer,FALSE,TRUE,12,2046,NSW,11
2538,Female,13,22/01/1959,,,High Net Worth,FALSE,TRUE,20,2009,NSW,10
2539,Male,68,22/04/1967,Nuclear Power Engineer,Manufacturing,Affluent Customer,FALSE,TRUE,12,2785,NSW,7
2541,Male,17,14/03/2000,Software Engineer II,Financial Services,High Net Worth,FALSE,TRUE,2,2234,NSW,10
2542,Female,43,11/03/1966,Accounting Assistant I,Property,Affluent Customer,FALSE,TRUE,12,2207,NSW,8
2543,Male,41,3/06/1999,Web Developer III,,Affluent Customer,FALSE,FALSE,2,2117,NSW,10
2544,Male,73,31/01/1988,VP Marketing,Manufacturing,Mass Customer,FALSE,TRUE,16,2261,NSW,7
2545,Female,33,11/04/1978,Tax Accountant,Manufacturing,Mass Customer,FALSE,TRUE,16,3995,VIC,2
2546,Female,45,10/04/1980,Assistant Professor,Manufacturing,High Net Worth,FALSE,FALSE,11,3351,VIC,5
2547,Female,91,8/07/1985,Social Worker,Health,Mass Customer,FALSE,TRUE,14,4503,QLD,4
2548,Female,11,30/07/1971,Chief Design Engineer,,Mass Customer,FALSE,FALSE,13,3029,VIC,7
2549,Male,12,7/08/1998,Pharmacist,Health,Mass Customer,FALSE,TRUE,4,2323,NSW,9
2550,Male,34,12/08/1997,Pharmacist,Health,Mass Customer,FALSE,TRUE,4,3000,VIC,6
2551,Female,0,10/10/1987,VP Quality Control,,Mass Customer,FALSE,FALSE,5,3156,VIC,8
2552,Male,1,2/11/1973,,Manufacturing,Affluent Customer,FALSE,TRUE,17,2214,NSW,9
2553,Male,42,9/10/1981,,,High Net Worth,FALSE,TRUE,13,4160,QLD,7
2554,Female,76,21/08/1982,Software Engineer III,,High Net Worth,FALSE,FALSE,12,2380,NSW,3
2555,Male,43,19/09/1976,Health Coach IV,Health,Affluent Customer,FALSE,FALSE,11,2430,NSW,7
2556,Male,39,11/08/1988,,Health,Mass Customer,FALSE,TRUE,15,2462,NSW,2
2557,Female,37,19/08/1978,,,Mass Customer,FALSE,FALSE,19,3076,VIC,8
2558,Female,84,19/10/1974,,Health,High Net Worth,FALSE,TRUE,20,3015,VIC,9
2559,Female,7,21/06/1969,Assistant Media Planner,Entertainment,High Net Worth,FALSE,FALSE,8,2650,NSW,2
2560,Male,7,1/10/1980,Developer IV,,Mass Customer,FALSE,FALSE,21,2000,NSW,8
2561,Female,44,6/09/1963,,Manufacturing,High Net Worth,FALSE,TRUE,15,4670,QLD,1
2562,Male,98,26/09/1980,Internal Auditor,Retail,Mass Customer,FALSE,FALSE,13,3677,VIC,5
2563,Female,49,8/03/1990,Administrative Assistant IV,,Mass Customer,FALSE,TRUE,20,2121,NSW,11
2564,Female,18,29/04/1976,Engineer III,Health,Mass Customer,FALSE,FALSE,15,2107,NSW,11
2565,Female,62,17/08/1969,Junior Executive,Health,Affluent Customer,FALSE,TRUE,9,2007,NSW,11
2566,Female,48,29/10/1996,Accountant II,Entertainment,Affluent Customer,FALSE,TRUE,6,3041,VIC,8
2567,Male,97,13/01/1975,Systems Administrator IV,Financial Services,Mass Customer,FALSE,FALSE,22,2705,NSW,5
2568,Female,42,16/02/1983,Staff Scientist,Manufacturing,Mass Customer,FALSE,FALSE,18,3177,VIC,5
2569,Male,62,3/05/1985,VP Quality Control,Retail,Mass Customer,FALSE,FALSE,16,2061,NSW,10
2570,Male,13,10/09/1977,Professor,Financial Services,Mass Customer,FALSE,TRUE,18,4812,QLD,3
2571,Male,97,17/11/1986,Internal Auditor,Health,Affluent Customer,FALSE,TRUE,7,2010,NSW,11
2572,Female,30,30/12/1980,Engineer III,Financial Services,Mass Customer,FALSE,FALSE,13,2075,NSW,10
2573,Female,72,23/09/1954,Software Engineer I,,Mass Customer,FALSE,FALSE,10,2233,NSW,9
2574,Male,73,21/12/1979,,Manufacturing,Mass Customer,FALSE,FALSE,4,2470,NSW,3
2575,Male,87,7/06/1974,Business Systems Development Analyst,Financial Services,High Net Worth,FALSE,TRUE,16,2171,NSW,9
2576,Female,15,30/05/1959,Associate Professor,Manufacturing,Mass Customer,FALSE,FALSE,13,2548,NSW,7
2577,Male,78,19/03/1976,Operator,,Mass Customer,FALSE,TRUE,10,2159,NSW,11
2578,Male,49,27/02/1991,Tax Accountant,Retail,High Net Worth,FALSE,FALSE,3,4509,QLD,7
