,customer_id,transaction_count,most_recent_transaction_day,sum_profit,age,gender,wealth_segment,state,job_title,job_industry_category,owns_car,past_3_years_bike_related_purchases,tenure,property_valuation,label,job_cluster
7100,2763,9,2173,2910.2,44.0,Female,Mass Customer,VIC,Actuary,Financial Services,True,30.0,10.0,10.0,2,0.0
7109,2768,6,2177,3420.58,28.0,Male,Mass Customer,NSW,Executive Secretary,Manufacturing,False,86.0,3.0,12.0,2,28.0
7115,2216,3,2228,1644.6100000000001,61.0,Female,High Net Worth,NSW,Systems Administrator II,Property,True,29.0,10.0,7.0,1,20.0
7118,985,4,2168,1690.91,53.0,Female,High Net Worth,QLD,Help Desk Operator,Retail,False,29.0,15.0,4.0,1,15.0
7122,1795,6,2157,2882.84,46.0,Male,Affluent Customer,NSW,Internal Auditor,Manufacturing,False,40.0,7.0,12.0,2,0.0
7128,2379,11,2157,8252.73,42.0,Female,Affluent Customer,NSW,Occupational Therapist,Health,True,85.0,15.0,10.0,3,0.0
7139,876,3,2170,1171.02,55.0,Male,High Net Worth,NSW,Physical Therapy Assistant,IT,False,44.0,19.0,10.0,1,0.0
7142,220,6,2169,4304.11,69.0,Female,High Net Worth,VIC,Electrical Engineer,Manufacturing,False,79.0,9.0,8.0,2,2.0
7148,1460,8,2166,10787.599999999999,50.0,Male,High Net Worth,NSW,Information Systems Manager,Financial Services,True,92.0,13.0,9.0,3,9.0
7156,1067,2,2386,741.97,58.0,Female,Mass Customer,NSW,Engineer IV,Financial Services,True,13.0,13.0,9.0,0,2.0
7158,3490,5,2320,2379.5699999999997,43.0,Male,High Net Worth,NSW,VP Product Management,Financial Services,False,45.0,14.0,10.0,0,17.0
7163,3132,5,2177,3426.5400000000004,48.0,Male,Mass Customer,NSW,Sales Representative,Retail,True,33.0,7.0,6.0,2,7.0
7168,2952,5,2181,2543.8900000000003,48.0,Female,High Net Worth,NSW,Senior Developer,Manufacturing,True,28.0,16.0,10.0,1,4.0
7173,331,6,2236,4404.67,25.0,Male,Mass Customer,NSW,Desktop Support Technician,Health,True,87.0,3.0,8.0,2,0.0
7179,2201,7,2184,6291.68,24.0,Female,Affluent Customer,QLD,Design Engineer,Financial Services,True,56.0,1.0,7.0,3,16.0
7186,2064,5,2260,3327.0400000000004,54.0,Male,Mass Customer,QLD,VP Marketing,Health,True,99.0,18.0,3.0,2,12.0
7191,1203,1,2161,830.2399999999999,35.0,Female,Affluent Customer,QLD,Technical Writer,Health,False,38.0,22.0,6.0,1,0.0
7192,227,5,2180,3906.03,50.0,Male,Mass Customer,NSW,Accountant I,Entertainment,False,99.0,18.0,9.0,2,1.0
7197,2029,9,2155,4156.31,31.0,Male,Mass Customer,QLD,Nurse,Manufacturing,False,10.0,7.0,8.0,3,10.0
7206,877,9,2171,4918.87,35.0,Female,Mass Customer,NSW,Accounting Assistant III,Financial Services,True,92.0,3.0,8.0,3,30.0
7215,2138,7,2197,4736.450000000001,44.0,Female,High Net Worth,NSW,Graphic Designer,Manufacturing,False,23.0,15.0,8.0,2,11.0
7222,2443,6,2166,3040.0600000000004,33.0,Male,High Net Worth,NSW,Computer Systems Analyst I,Property,False,30.0,20.0,11.0,2,35.0
7228,734,3,2243,1140.1499999999996,43.0,Male,Affluent Customer,NSW,Programmer III,Retail,False,34.0,11.0,10.0,1,24.0
7231,3409,7,2227,3009.2999999999997,46.0,Female,Mass Customer,QLD,Desktop Support Technician,Argiculture,False,75.0,16.0,1.0,2,0.0
7238,2,3,2282,2226.26,42.0,Male,Mass Customer,NSW,Administrative Officer,Financial Services,True,81.0,16.0,10.0,0,19.0
7241,2272,6,2258,3344.13,28.0,Female,Mass Customer,QLD,Internal Auditor,Manufacturing,False,82.0,1.0,4.0,2,0.0
7247,1936,8,2231,3553.7400000000002,59.0,Female,Mass Customer,VIC,Junior Executive,Manufacturing,True,36.0,12.0,1.0,2,28.0
7255,605,8,2156,5025.639999999999,51.0,Male,Mass Customer,NSW,Electrical Engineer,Manufacturing,True,13.0,5.0,8.0,3,2.0
7263,92,3,2188,2967.4399999999996,43.0,Female,Mass Customer,VIC,Recruiting Manager,Health,False,98.0,12.0,10.0,1,8.0
7266,2843,6,2174,4117.49,55.0,Female,Affluent Customer,NSW,Recruiter,Financial Services,True,42.0,5.0,8.0,2,0.0
7272,2348,4,2214,831.6700000000001,66.0,Female,Mass Customer,NSW,Web Designer IV,Manufacturing,False,2.0,16.0,8.0,1,11.0
7276,2968,7,2325,1644.2700000000002,45.0,Male,High Net Worth,QLD,Human Resources Assistant III,Retail,False,38.0,16.0,8.0,0,25.0
7283,1100,3,2199,1051.23,40.0,Male,Mass Customer,QLD,Engineer I,Manufacturing,False,59.0,15.0,3.0,1,2.0
7286,1440,6,2173,6362.469999999999,58.0,Female,High Net Worth,NSW,Human Resources Manager,Financial Services,True,19.0,12.0,9.0,3,25.0
7292,159,6,2220,2935.3700000000003,36.0,Male,Affluent Customer,NSW,Research Nurse,Health,False,90.0,13.0,10.0,2,10.0
7298,1438,10,2160,5503.889999999999,48.0,Female,Mass Customer,NSW,Social Worker,Health,True,27.0,14.0,8.0,3,0.0
7308,205,9,2206,2008.2699999999998,64.0,Male,Mass Customer,VIC,Administrative Assistant II,Financial Services,True,18.0,6.0,9.0,2,19.0
7317,149,4,2172,1680.6599999999999,28.0,Female,Mass Customer,QLD,Research Nurse,Health,True,41.0,1.0,7.0,1,10.0
7321,973,8,2162,6639.849999999999,44.0,Female,High Net Worth,VIC,Data Coordiator,Health,False,46.0,15.0,7.0,3,0.0
7329,2166,6,2212,3071.34,39.0,Female,Mass Customer,NSW,Nurse,Property,False,78.0,16.0,6.0,2,10.0
7335,1991,10,2155,8256.08,30.0,Male,Mass Customer,NSW,Research Nurse,Health,True,35.0,8.0,10.0,3,10.0
7345,315,9,2181,2200.11,65.0,Female,Affluent Customer,VIC,Chief Design Engineer,Manufacturing,False,67.0,12.0,10.0,2,16.0
7354,1407,9,2154,3796.53,43.0,Female,Mass Customer,VIC,Structural Analysis Engineer,Manufacturing,True,43.0,9.0,10.0,3,2.0
7363,858,6,2165,2708.6000000000004,43.0,Female,High Net Worth,QLD,Internal Auditor,Financial Services,True,79.0,9.0,7.0,2,0.0
7369,2753,11,2221,5203.18,38.0,Male,Mass Customer,NSW,Nuclear Power Engineer,Manufacturing,True,26.0,7.0,9.0,3,2.0
7380,374,6,2167,5271.75,31.0,Male,Mass Customer,VIC,Senior Financial Analyst,Financial Services,True,81.0,8.0,10.0,2,13.0
7386,2880,8,2172,4772.56,56.0,Male,Mass Customer,NSW,Legal Assistant,Health,False,43.0,7.0,9.0,3,0.0
7394,658,5,2251,2596.17,79.0,Male,Affluent Customer,VIC,Tax Accountant,Manufacturing,True,38.0,8.0,9.0,1,1.0
7399,2991,6,2229,2602.5200000000004,59.0,Female,Mass Customer,NSW,Desktop Support Technician,Financial Services,False,48.0,11.0,4.0,2,0.0
7405,1983,4,2156,3061.7999999999997,60.0,Female,Affluent Customer,QLD,Assistant Media Planner,Entertainment,True,6.0,18.0,4.0,1,0.0
7409,2767,3,2202,803.97,35.0,Female,High Net Worth,NSW,Desktop Support Technician,Property,False,84.0,22.0,10.0,1,0.0
7412,1697,5,2178,3042.48,54.0,Female,Mass Customer,NSW,Occupational Therapist,Health,True,44.0,12.0,11.0,2,0.0
7417,1379,5,2182,4337.3099999999995,34.0,Female,Mass Customer,VIC,Legal Assistant,Financial Services,True,63.0,7.0,9.0,2,0.0
7422,598,7,2285,3535.56,56.0,Male,High Net Worth,NSW,Financial Advisor,Financial Services,False,25.0,12.0,12.0,2,13.0
7429,2301,6,2159,4704.92,57.0,Male,Mass Customer,QLD,Senior Cost Accountant,Financial Services,True,66.0,19.0,10.0,2,1.0
7435,2148,4,2291,2346.1600000000003,34.0,Female,Mass Customer,VIC,Engineer I,Manufacturing,True,78.0,15.0,6.0,0,2.0
7439,25,12,2159,5333.66,46.0,Male,Mass Customer,QLD,Accounting Assistant III,Financial Services,True,72.0,21.0,3.0,3,30.0
7451,1800,3,2325,2440.35,68.0,Female,High Net Worth,NSW,Executive Secretary,Argiculture,False,30.0,11.0,9.0,0,28.0
7454,620,8,2257,1981.2999999999997,50.0,Female,Mass Customer,QLD,Financial Analyst,Financial Services,True,54.0,5.0,3.0,2,13.0
7462,2105,5,2177,5155.91,52.0,Male,High Net Worth,VIC,Food Chemist,Health,True,29.0,6.0,7.0,2,0.0
7467,2526,6,2207,2467.14,54.0,Male,Mass Customer,NSW,Software Test Engineer II,Manufacturing,False,89.0,8.0,9.0,2,6.0
7473,2863,1,2329,167.20999999999998,58.0,Male,Mass Customer,NSW,Internal Auditor,Manufacturing,False,90.0,16.0,3.0,0,0.0
7474,172,7,2165,2348.66,35.0,Male,Affluent Customer,VIC,Editor,Manufacturing,True,54.0,6.0,4.0,2,34.0
7481,2792,3,2372,1888.83,59.0,Female,Mass Customer,VIC,Web Developer I,Financial Services,True,22.0,12.0,9.0,0,4.0
7484,2313,6,2198,2842.4700000000003,57.0,Female,Mass Customer,QLD,Chemical Engineer,Manufacturing,False,54.0,12.0,1.0,2,2.0
7490,3070,4,2273,399.2099999999999,25.0,Female,Affluent Customer,NSW,Account Executive,Health,True,74.0,1.0,9.0,0,28.0
7494,1926,5,2159,4911.09,66.0,Male,High Net Worth,QLD,Senior Cost Accountant,Financial Services,True,72.0,10.0,5.0,2,1.0
7499,958,6,2188,2183.7099999999996,59.0,Male,High Net Worth,NSW,Biostatistician IV,Health,False,15.0,18.0,12.0,2,37.0
7505,810,4,2222,945.1599999999999,25.0,Female,Mass Customer,NSW,Software Test Engineer IV,Health,True,24.0,1.0,9.0,1,6.0
7509,2956,7,2251,2683.67,63.0,Male,Mass Customer,NSW,Quality Control Specialist,Telecommunications,True,17.0,19.0,9.0,2,5.0
7516,200,9,2161,7283.86,66.0,Male,Affluent Customer,QLD,Physical Therapy Assistant,Property,True,7.0,19.0,2.0,3,0.0
7525,3080,9,2158,4665.71,65.0,Male,High Net Worth,VIC,Graphic Designer,Financial Services,False,87.0,10.0,8.0,3,11.0
7534,1445,6,2160,3423.12,50.0,Female,Affluent Customer,NSW,Web Designer II,IT,False,57.0,18.0,4.0,2,11.0
7540,3271,4,2244,1783.1399999999999,37.0,Female,High Net Worth,NSW,Chief Design Engineer,Property,True,21.0,16.0,10.0,1,16.0
7544,2467,5,2175,1961.7900000000002,48.0,Female,Affluent Customer,NSW,Engineer III,Manufacturing,True,71.0,4.0,7.0,1,2.0
7549,473,9,2269,8364.66,46.0,Male,Mass Customer,VIC,Junior Executive,Health,True,2.0,20.0,9.0,3,28.0
7558,2743,2,2200,1428.62,44.0,Male,High Net Worth,NSW,Social Worker,Health,True,67.0,20.0,11.0,1,0.0
7560,3308,3,2221,953.15,44.0,Female,Mass Customer,NSW,Cost Accountant,Financial Services,True,5.0,14.0,12.0,1,1.0
7563,1890,9,2198,6710.76,51.0,Male,Mass Customer,QLD,Analyst Programmer,Financial Services,False,89.0,7.0,7.0,3,24.0
7572,3019,3,2218,1138.54,37.0,Male,Affluent Customer,NSW,Community Outreach Specialist,Manufacturing,True,98.0,14.0,9.0,1,3.0
7575,420,10,2213,3652.17,65.0,Male,High Net Worth,VIC,Help Desk Operator,Entertainment,False,93.0,7.0,7.0,3,15.0
7585,1916,7,2207,4545.8,28.0,Male,High Net Worth,NSW,Computer Systems Analyst II,Retail,True,71.0,7.0,4.0,2,35.0
7592,1182,6,2159,3597.45,48.0,Female,Mass Customer,NSW,Data Coordiator,IT,True,84.0,7.0,3.0,2,0.0
7598,1341,4,2164,1213.75,37.0,Male,Affluent Customer,VIC,Computer Systems Analyst I,Financial Services,False,65.0,15.0,7.0,1,35.0
7602,2275,6,2275,5688.289999999999,31.0,Female,High Net Worth,VIC,Human Resources Assistant II,Financial Services,True,77.0,8.0,2.0,2,25.0
7608,2093,6,2214,3660.48,24.0,Male,High Net Worth,NSW,Programmer II,Financial Services,False,94.0,2.0,4.0,2,24.0
7614,2279,8,2189,4008.7599999999998,44.0,Male,Mass Customer,NSW,Human Resources Assistant II,Health,False,42.0,3.0,9.0,2,25.0
7622,914,5,2260,2530.93,24.0,Male,Affluent Customer,VIC,Chemical Engineer,Manufacturing,True,73.0,2.0,8.0,1,2.0
7627,1075,6,2221,2242.12,56.0,Male,High Net Worth,NSW,Administrative Officer,Manufacturing,False,26.0,7.0,1.0,2,19.0
7633,2605,5,2269,4346.57,58.0,Male,High Net Worth,VIC,Marketing Manager,Health,True,50.0,18.0,1.0,2,12.0
7638,2255,2,2297,1458.6999999999998,31.0,Male,Affluent Customer,NSW,Dental Hygienist,Health,True,92.0,5.0,1.0,0,0.0
7640,2067,8,2184,3743.7999999999997,44.0,Male,Mass Customer,NSW,Registered Nurse,Health,False,81.0,17.0,10.0,2,10.0
7648,805,6,2276,2795.75,63.0,Female,Mass Customer,NSW,Electrical Engineer,Manufacturing,False,48.0,10.0,8.0,2,2.0
7654,363,6,2168,9458.17,35.0,Female,Mass Customer,NSW,Project Manager,Retail,True,82.0,7.0,12.0,3,8.0
7660,3036,5,2310,3750.7200000000003,46.0,Female,Affluent Customer,NSW,Business Systems Development Analyst,Property,True,24.0,11.0,8.0,0,9.0
7665,568,7,2245,1258.1,65.0,Male,Mass Customer,QLD,VP Sales,Manufacturing,False,32.0,13.0,8.0,2,7.0
7672,2471,5,2167,2490.66,44.0,Male,Mass Customer,NSW,Geological Engineer,Manufacturing,True,55.0,8.0,10.0,1,2.0
7677,1827,4,2192,2549.58,45.0,Female,Affluent Customer,QLD,Sales Representative,Retail,True,92.0,18.0,4.0,1,7.0
7681,263,7,2200,3476.94,38.0,Female,High Net Worth,NSW,Dental Hygienist,Health,False,89.0,7.0,9.0,2,0.0
7688,2277,4,2190,2713.72,60.0,Female,High Net Worth,VIC,Cost Accountant,Financial Services,True,44.0,7.0,4.0,1,1.0
7692,3054,5,2156,3330.78,58.0,Female,Affluent Customer,QLD,Operator,Manufacturing,False,94.0,16.0,3.0,2,15.0
7697,2479,6,2156,1732.26,27.0,Female,Mass Customer,VIC,Community Outreach Specialist,Retail,False,81.0,5.0,9.0,1,3.0
7703,2929,9,2155,6692.39,24.0,Male,Mass Customer,QLD,Nurse,Retail,False,97.0,2.0,3.0,3,10.0
7712,2112,4,2156,3696.4300000000003,30.0,Female,Mass Customer,NSW,Accounting Assistant I,Financial Services,True,64.0,6.0,8.0,1,30.0
7716,1885,9,2158,6979.280000000001,41.0,Male,High Net Worth,NSW,Software Consultant,Health,True,18.0,11.0,8.0,3,6.0
7725,174,10,2165,7628.24,33.0,Female,Mass Customer,NSW,Food Chemist,Health,False,93.0,12.0,9.0,3,0.0
7735,1593,6,2207,3818.36,44.0,Female,Mass Customer,NSW,Tax Accountant,IT,False,69.0,17.0,12.0,2,1.0
7741,3472,6,2159,2779.58,46.0,Male,Affluent Customer,NSW,VP Marketing,Retail,True,10.0,18.0,3.0,2,12.0
7747,3185,7,2172,1939.7599999999998,67.0,Male,Mass Customer,NSW,Senior Financial Analyst,Financial Services,False,25.0,10.0,7.0,2,13.0
7754,382,7,2189,1657.4499999999998,38.0,Male,Mass Customer,NSW,Research Nurse,Health,True,68.0,7.0,5.0,2,10.0
7761,9,6,2232,2353.1099999999997,50.0,Female,Affluent Customer,NSW,Business Systems Development Analyst,Argiculture,True,97.0,8.0,12.0,2,9.0
7767,408,5,2171,3082.2799999999997,32.0,Male,Affluent Customer,VIC,Senior Financial Analyst,Financial Services,False,79.0,11.0,10.0,2,13.0
7772,2399,6,2192,2724.93,43.0,Female,High Net Worth,NSW,Software Consultant,Manufacturing,True,20.0,14.0,6.0,2,6.0
7778,3042,6,2165,1629.2499999999998,52.0,Male,High Net Worth,QLD,Engineer II,Property,True,76.0,15.0,2.0,1,2.0
7784,2110,7,2180,2990.36,50.0,Male,High Net Worth,QLD,Human Resources Assistant III,Manufacturing,False,29.0,14.0,6.0,2,25.0
7791,1465,4,2261,1429.5,52.0,Female,Mass Customer,NSW,Mechanical Systems Engineer,Financial Services,True,53.0,5.0,5.0,1,9.0
7795,2665,3,2184,3383.62,58.0,Male,Mass Customer,NSW,Project Manager,Telecommunications,True,43.0,17.0,8.0,1,8.0
7798,289,9,2198,3924.11,53.0,Female,High Net Worth,NSW,Clinical Specialist,Health,False,43.0,10.0,9.0,2,3.0
7807,3218,5,2370,1526.81,47.0,Female,Mass Customer,QLD,Information Systems Manager,Argiculture,True,38.0,22.0,4.0,0,9.0
7812,3361,6,2198,4752.7,55.0,Female,Mass Customer,NSW,General Manager,Property,True,68.0,9.0,9.0,2,8.0
7818,2089,2,2301,119.32000000000002,65.0,Male,High Net Worth,NSW,Safety Technician I,Financial Services,False,93.0,15.0,9.0,0,31.0
7820,1837,7,2189,4515.25,49.0,Male,Mass Customer,NSW,Account Coordinator,Manufacturing,True,9.0,19.0,8.0,2,18.0
7827,2308,9,2167,5077.969999999999,60.0,Female,Mass Customer,VIC,Paralegal,Financial Services,True,52.0,17.0,9.0,3,0.0
7836,1151,5,2229,3449.31,58.0,Female,High Net Worth,NSW,VP Product Management,Argiculture,True,27.0,19.0,9.0,2,17.0
7841,553,6,2173,2566.27,44.0,Female,Affluent Customer,NSW,Senior Sales Associate,Argiculture,True,62.0,7.0,7.0,2,40.0
7847,2872,7,2178,3109.9300000000003,49.0,Female,Affluent Customer,QLD,Assistant Professor,Health,True,52.0,17.0,8.0,2,26.0
7854,2784,3,2228,1075.06,34.0,Male,Mass Customer,QLD,Geological Engineer,Manufacturing,False,6.0,13.0,7.0,1,2.0
7857,291,2,2194,605.01,52.0,Female,Mass Customer,VIC,Assistant Media Planner,Entertainment,False,63.0,4.0,5.0,1,0.0
7859,1750,6,2209,5227.9800000000005,64.0,Male,Mass Customer,NSW,Internal Auditor,Entertainment,True,14.0,16.0,12.0,2,0.0
7865,536,3,2186,2832.0599999999995,64.0,Female,Affluent Customer,NSW,Recruiting Manager,Manufacturing,False,64.0,16.0,7.0,1,8.0
7868,1919,4,2198,1841.25,62.0,Male,Mass Customer,QLD,VP Product Management,Argiculture,True,40.0,19.0,8.0,1,17.0
7872,654,3,2182,1374.9,30.0,Female,Affluent Customer,NSW,Administrative Officer,Manufacturing,False,2.0,5.0,8.0,1,19.0
7875,2104,8,2234,2341.58,44.0,Female,Mass Customer,QLD,Structural Analysis Engineer,Financial Services,False,31.0,11.0,1.0,2,2.0
7883,39,12,2188,6085.17,44.0,Male,Mass Customer,NSW,Assistant Media Planner,Entertainment,False,5.0,22.0,10.0,3,0.0
7895,2514,3,2200,1853.2999999999997,48.0,Male,High Net Worth,VIC,Senior Financial Analyst,Financial Services,True,25.0,17.0,10.0,1,13.0
7898,3246,5,2253,1947.8000000000002,55.0,Female,Mass Customer,QLD,Senior Cost Accountant,Financial Services,True,73.0,4.0,12.0,1,1.0
7903,2495,8,2185,2232.7799999999997,70.0,Female,Affluent Customer,NSW,Assistant Professor,IT,False,89.0,17.0,8.0,2,26.0
7911,2173,4,2311,2250.33,47.0,Female,Mass Customer,NSW,Help Desk Technician,IT,True,27.0,22.0,2.0,0,15.0
7915,190,4,2183,704.2800000000002,44.0,Female,Affluent Customer,NSW,Registered Nurse,Health,False,42.0,10.0,9.0,1,10.0
7919,3357,4,2189,1441.0,24.0,Male,Affluent Customer,QLD,Design Engineer,Manufacturing,False,25.0,4.0,4.0,1,16.0
7923,653,5,2191,2623.84,55.0,Male,Affluent Customer,NSW,Graphic Designer,Financial Services,True,68.0,19.0,4.0,1,11.0
7928,1318,7,2161,3500.74,57.0,Female,Mass Customer,QLD,Senior Developer,Financial Services,True,10.0,4.0,6.0,2,4.0
7935,1291,7,2170,5147.26,43.0,Male,Mass Customer,QLD,Quality Engineer,Health,False,0.0,12.0,2.0,3,5.0
7942,1763,7,2163,3434.3799999999997,29.0,Female,Affluent Customer,VIC,Automation Specialist I,Manufacturing,True,96.0,7.0,6.0,2,36.0
7949,646,4,2264,2533.4099999999994,50.0,Female,Affluent Customer,VIC,Human Resources Manager,Manufacturing,False,3.0,13.0,2.0,1,25.0
7953,392,7,2255,5025.3099999999995,45.0,Male,Mass Customer,VIC,Safety Technician I,Property,False,38.0,13.0,8.0,2,31.0
7960,2136,4,2164,3917.4700000000003,58.0,Female,High Net Worth,NSW,Office Assistant I,Health,True,21.0,5.0,9.0,2,23.0
7964,2674,5,2198,3478.1400000000003,30.0,Female,High Net Worth,VIC,Food Chemist,Health,False,59.0,5.0,7.0,2,0.0
7969,946,8,2156,6305.6,62.0,Female,High Net Worth,NSW,Research Associate,Manufacturing,False,16.0,12.0,10.0,3,40.0
7977,3184,8,2222,5310.3,47.0,Female,Affluent Customer,NSW,Civil Engineer,Manufacturing,True,2.0,7.0,10.0,3,2.0
7985,1912,9,2192,3286.01,31.0,Male,High Net Worth,NSW,Account Coordinator,Manufacturing,False,36.0,7.0,2.0,2,18.0
7994,2892,5,2166,4015.0200000000004,58.0,Male,Affluent Customer,NSW,Junior Executive,Manufacturing,True,59.0,7.0,7.0,2,28.0
7999,739,10,2155,4842.2,58.0,Male,Mass Customer,VIC,Senior Editor,Manufacturing,False,36.0,8.0,11.0,3,34.0
8009,189,5,2157,5329.98,42.0,Male,Affluent Customer,VIC,Safety Technician I,Financial Services,False,73.0,10.0,4.0,2,31.0
8014,795,5,2172,2785.9800000000005,50.0,Female,High Net Worth,NSW,Environmental Tech,Financial Services,False,35.0,18.0,9.0,1,3.0
8019,1279,6,2206,2422.29,61.0,Male,Mass Customer,QLD,Staff Accountant I,Financial Services,False,30.0,20.0,3.0,2,14.0
8025,1755,6,2202,3451.34,37.0,Female,Mass Customer,NSW,Tax Accountant,Property,False,38.0,20.0,11.0,2,1.0
8031,1214,4,2177,3652.09,34.0,Male,High Net Worth,NSW,Internal Auditor,Property,False,0.0,15.0,11.0,1,0.0
8035,2444,4,2198,3270.22,46.0,Male,High Net Worth,VIC,Associate Professor,Manufacturing,False,22.0,11.0,5.0,1,26.0
8039,2534,7,2199,1900.9299999999996,58.0,Female,Affluent Customer,NSW,Research Associate,Manufacturing,True,70.0,12.0,3.0,2,40.0
8046,151,7,2154,5665.410000000001,58.0,Male,Mass Customer,NSW,Marketing Manager,Manufacturing,True,36.0,13.0,9.0,3,12.0
8053,1964,6,2256,4239.32,59.0,Female,Affluent Customer,QLD,Mechanical Systems Engineer,Financial Services,True,60.0,9.0,7.0,2,9.0
8059,3062,6,2200,2857.68,61.0,Male,Mass Customer,QLD,Civil Engineer,Manufacturing,False,78.0,13.0,2.0,2,2.0
8065,2705,8,2156,5470.700000000001,27.0,Female,Mass Customer,QLD,Nuclear Power Engineer,Manufacturing,False,11.0,3.0,2.0,3,2.0
8073,1833,5,2164,2441.37,56.0,Male,High Net Worth,QLD,Actuary,Financial Services,True,67.0,19.0,3.0,1,0.0
8078,2396,4,2154,2198.08,50.0,Female,Affluent Customer,QLD,Recruiter,Retail,True,40.0,7.0,7.0,1,0.0
8082,3090,5,2352,3132.29,58.0,Male,Mass Customer,VIC,Operator,Manufacturing,False,81.0,8.0,8.0,0,15.0
8087,430,6,2219,5625.17,50.0,Female,High Net Worth,QLD,Paralegal,Financial Services,True,46.0,11.0,7.0,2,0.0
8093,298,9,2162,4382.48,67.0,Male,High Net Worth,VIC,Engineer I,Manufacturing,False,69.0,9.0,8.0,3,2.0
8102,2415,5,2197,1844.8799999999999,45.0,Male,Mass Customer,NSW,Web Designer II,Manufacturing,False,56.0,3.0,8.0,1,11.0
8107,489,5,2278,2073.68,52.0,Female,Mass Customer,VIC,Senior Editor,Retail,True,18.0,4.0,4.0,0,34.0
8112,1635,4,2293,1319.52,52.0,Female,Mass Customer,VIC,Safety Technician IV,Financial Services,False,36.0,7.0,11.0,0,31.0
8116,1776,6,2188,2607.63,45.0,Male,Affluent Customer,QLD,Accountant I,Financial Services,False,77.0,10.0,1.0,2,1.0
8122,2196,5,2225,985.4700000000003,47.0,Male,High Net Worth,NSW,Media Manager I,Retail,True,66.0,7.0,7.0,1,38.0
8127,2707,3,2197,1323.2199999999998,34.0,Male,High Net Worth,QLD,Account Coordinator,Property,True,56.0,5.0,8.0,1,18.0
8130,1703,4,2157,761.47,32.0,Female,Mass Customer,VIC,Product Engineer,Telecommunications,True,14.0,3.0,6.0,1,17.0
8134,2887,9,2178,6202.900000000001,49.0,Male,High Net Worth,NSW,Speech Pathologist,Financial Services,True,42.0,18.0,10.0,3,0.0
8143,2096,5,2286,4320.42,54.0,Female,High Net Worth,NSW,Programmer III,Telecommunications,True,74.0,12.0,8.0,2,24.0
8148,835,8,2161,3225.92,55.0,Male,Mass Customer,NSW,Electrical Engineer,Manufacturing,True,85.0,9.0,10.0,2,2.0
8156,2639,5,2185,3676.2200000000003,37.0,Female,Mass Customer,QLD,Geologist IV,Entertainment,True,70.0,10.0,6.0,2,21.0
8161,201,8,2182,4369.02,57.0,Male,Mass Customer,NSW,Design Engineer,Manufacturing,True,45.0,11.0,9.0,2,16.0
8169,885,3,2161,863.6799999999998,57.0,Male,Mass Customer,QLD,Statistician IV,Financial Services,False,20.0,18.0,8.0,1,39.0
8172,239,9,2155,5928.23,30.0,Male,Affluent Customer,QLD,Registered Nurse,Health,False,62.0,3.0,3.0,3,10.0
8181,2896,2,2348,1319.83,53.0,Female,Mass Customer,VIC,Financial Advisor,Financial Services,True,5.0,12.0,4.0,0,13.0
8183,583,4,2185,2258.1899999999996,37.0,Male,Mass Customer,NSW,Registered Nurse,Health,False,97.0,4.0,7.0,1,10.0
8187,1168,7,2213,6128.860000000001,58.0,Male,Affluent Customer,VIC,Pharmacist,Health,False,44.0,18.0,8.0,3,0.0
8194,1540,5,2159,1939.3600000000001,61.0,Female,Mass Customer,NSW,Mechanical Systems Engineer,Property,True,53.0,19.0,11.0,1,9.0
8199,1722,8,2158,6474.5,60.0,Male,Mass Customer,NSW,Cost Accountant,Financial Services,False,52.0,4.0,4.0,3,1.0
8207,2098,6,2162,2293.67,53.0,Female,High Net Worth,QLD,Dental Hygienist,Health,False,82.0,16.0,2.0,2,0.0
8213,3079,4,2285,1903.52,64.0,Male,Mass Customer,NSW,Legal Assistant,Retail,True,34.0,20.0,9.0,0,0.0
8217,490,9,2207,4593.01,31.0,Female,Mass Customer,VIC,Environmental Tech,Argiculture,False,44.0,6.0,11.0,3,3.0
8226,324,5,2175,1779.6999999999998,37.0,Male,Mass Customer,NSW,Computer Systems Analyst I,IT,True,97.0,15.0,9.0,1,35.0
8231,310,7,2162,4744.19,38.0,Female,Mass Customer,NSW,Account Coordinator,Financial Services,True,0.0,18.0,9.0,2,18.0
8238,3242,7,2203,8252.69,65.0,Female,Affluent Customer,VIC,General Manager,Manufacturing,True,4.0,14.0,8.0,3,8.0
8245,184,3,2186,2181.35,51.0,Male,High Net Worth,NSW,Marketing Manager,Manufacturing,True,40.0,7.0,1.0,1,12.0
8248,2830,5,2249,2490.7599999999998,64.0,Male,High Net Worth,VIC,Computer Systems Analyst II,Manufacturing,False,39.0,9.0,10.0,1,35.0
8253,1381,5,2267,4177.610000000001,38.0,Male,Affluent Customer,VIC,Engineer IV,Manufacturing,True,79.0,15.0,8.0,2,2.0
8258,1345,6,2197,5170.95,63.0,Male,Mass Customer,VIC,Senior Sales Associate,Manufacturing,False,94.0,12.0,1.0,2,40.0
8264,1873,4,2162,2807.58,31.0,Male,Affluent Customer,VIC,General Manager,Manufacturing,True,49.0,4.0,10.0,1,8.0
8268,1810,2,2160,168.45,64.0,Male,High Net Worth,NSW,Geological Engineer,Manufacturing,False,98.0,16.0,9.0,1,2.0
8270,937,5,2169,2680.15,38.0,Male,Affluent Customer,NSW,Human Resources Assistant IV,Manufacturing,False,65.0,15.0,8.0,1,25.0
